dim1,dim2,t
-29.54224982764922,-7.4607369870120905,11.786657284912184
27.388750840110436,-11.99310209307527,7.92837450941952
-7.498548872502544,-14.122691048272756,10.377069086474481
-44.35588760394527,12.763279509220546,12.907903778969217
-68.54210607301744,8.72833909758934,13.911567768665797
-17.661495274995232,10.142002274674773,11.144630450844927
1.6103040484736784,-12.418913388343222,9.801457722069141
8.443502157268995,-10.542165421245953,9.280703256962386
-32.22306300934553,-7.974049219357542,11.909367874198066
26.312581902616916,5.4467473386519885,7.599596810316474
-14.024086484914182,6.250759039449915,10.911133160065603
44.75334772044953,-8.015040698470242,5.8800328821673915
21.568814374296046,3.042544971763411,8.03996661563141
-33.14368577788308,11.407456402887023,12.163192848279659
-67.44140817674582,11.198461667099473,13.991841172913677
-35.45429998502918,-11.627602585010976,11.914281258223761
-17.4508095174788,9.119880643675565,11.022091776538039
25.217484138788997,5.446061342395036,7.66915859283308
49.526113100989946,-10.410810600225187,4.944642716059093
-45.70610125696552,2.943708953392341,12.792336539788087
23.509204352522758,-1.574744172019927,8.006770400331689
-53.860562667883244,11.610899330651376,13.462058467608358
-47.40385308934434,7.81331562986666,12.963595151909683
5.7325564319807265,-10.641951044374911,9.476199480467152
-33.15595572535531,11.128813357508045,12.132378434869093
-51.46074098782787,-7.46122378019156,12.893241062298367
38.14249414755965,10.032553940158854,6.371592465274784
-11.272423037734127,2.6404418198211226,10.607248172527996
-4.959630489031844,0.6270262762504113,10.157419631829356
43.223426349080434,9.0492365621009,5.512602262077037
-18.585253110776776,-13.876929280716627,11.393657217880817
-16.94116367616295,-1.5903544466425246,10.99538291168205
-66.06043951059378,13.882084489925756,13.954585748181618
-20.112028933551464,9.090307797656578,11.321281436516475
23.116517050109536,-1.8253557825923379,8.026596562374833
32.08986274904525,-1.3979081889146914,7.278095644946643
-65.4323302581739,-4.212942092802073,13.545060821833996
-42.205653664732196,-9.293595222863532,12.490118098081437
-65.52764545338354,-8.158679073898755,13.726931608821804
-29.996134142919463,-7.3547350556081454,11.807957079221826
-4.779402412241752,-0.2696775469834538,10.274774042398258
51.49470550447353,8.459798769813252,4.7712974382670685
2.8149079138925344,-11.532628477726728,9.7286228859982
-39.215329202622044,-12.106138421033124,12.16592099157234
32.714782025085654,7.571688943878729,6.71739220592911
46.92109389448108,2.391251483184679,5.696300568922523
-52.579059385313194,10.756351527370592,13.24903661895535
42.38948303324192,4.4028945523551055,6.1731020951144595
41.2040432320781,-10.691620585599624,6.1418950644858565
18.965810214149943,13.363067347685844,8.395173787503388
40.128117905347764,9.91559291137427,5.943163355479064
17.34616072258083,-1.2453835939664493,8.435702689514464
-27.996563624595083,10.491344869001077,11.850496680813558
-32.22275542044154,-6.578582141670095,11.938511293062268
-27.288261994449503,5.201076990966007,11.795248016145559
-33.900656357945266,-10.450177389153646,11.948016384292792
2.0088048955830247,7.291459178122353,9.68993251987847
-41.905347376208354,-11.743110946499359,12.367966707450936
-13.17200575022488,-7.187866516380705,10.904096684227415
-37.396410276531746,-12.099538175265097,12.07663212744396
16.302116607218878,12.724333624057198,8.531328306637667
49.72840031133272,7.504579899267195,4.797524022471774
11.397825767608138,3.3462656044500436,9.109076660864556
-24.739999865093715,1.2875952512037936,11.465964193903114
-36.028291695905324,-12.01798266045838,12.042003690661495
32.07117722203662,-14.372932161991887,7.345266230885343
38.34779273838163,-1.7358783478636786,6.45229875743072
35.268979660963325,3.4517458346622174,6.744518673582316
-13.30199527397452,-11.270819885070527,10.916468971841114
34.464614373912156,-4.451720026285152,6.931392006702706
-71.6152125402117,0.0003000041772767321,13.946034614833293
33.23482818895962,0.5293197757738831,7.00223846185374
42.14960258563997,10.512179626736966,5.651525605459737
-24.92490523526161,2.485655735958164,11.46842673726074
36.14572068756033,-9.600952876890538,6.855046943328713
-4.577911709044041,7.377295500298017,10.228205262925695
19.878397671380238,2.3594233950137298,8.202344967432248
29.289909711077193,-5.425197617366963,7.518234678098046
13.795834170301141,-2.4514569672034336,8.943766481735233
10.914533556033074,10.265022064161421,9.013764560597972
-15.32836619023726,9.092545276334622,10.986329438151365
44.09427773689341,6.574629449849386,5.758125105986644
42.48775867253603,3.543234299902475,6.155270994877073
7.126128467712976,-15.796074729051544,9.442047287999056
-17.770553753087896,9.05969173253104,10.834232180451762
0.888852442167275,-11.483697883429981,9.822698908166355
38.15158630007546,9.203877702489395,6.167953495574741
33.17771238166777,-2.72344614984949,7.166451506667526
39.78043619565155,3.2612823423905817,6.384333631649286
-11.693475947647523,6.388169164772137,10.701335892312134
11.013323700764767,2.3229872322788943,9.005960637398129
-65.53127072629238,8.445932363793466,13.763906642895115
17.9697040971997,-0.9907602314749817,8.4654881799446
26.153372051237614,5.985449913330651,7.581804039638473
-67.0044949924555,-6.373475060616592,13.767340020556366
47.81189169173222,10.089392423120449,4.734326123816918
26.095501842128915,8.439199853089116,7.726160471158973
-19.07086797793834,-4.423901732658286,11.175909649257221
-57.650618735328536,12.411145665558221,13.589838504870336
21.69679270547391,12.551053432299364,8.145842183602566
20.24683465010242,1.004491130371137,8.217998617250814
-59.79187773945272,9.166908434664135,13.56967247683896
14.16190610759698,-12.096968347122383,8.751110163693891
25.825557666093367,-15.288552666218276,8.027456222030667
46.38172047462854,10.623892744541568,5.259539422745758
-24.792211533170228,0.30913763422419,11.487720815463446
-65.26087551910386,12.180943534319606,13.905287940992633
-54.045685336676655,-9.871576196703135,13.126989726724663
49.99206703502108,8.144747419146134,4.90841231966804
47.66717135506714,3.8532388808093088,5.542212993731409
-35.39990256488043,3.6873822634967155,12.181404143342899
-49.559541382139884,9.641245775561927,13.128788566442493
32.40130626300611,-5.593016631156332,7.157545238560019
-23.138768343364134,-9.545370669131012,11.521095026094617
-30.204029943191532,10.024282541784032,12.02515077300574
0.6586444524200094,0.9505093097980511,9.863677222905956
-32.77235237344588,-7.7424961769535185,11.982747515325636
-1.2809886665655683,-11.165568915518527,10.010694888813932
17.630513221186625,-5.245281967373667,8.604891871355884
41.54703304050502,-10.399039722443565,6.162298538951038
23.198333908838194,5.111893148032463,7.907316507903891
43.36197292716751,7.314271538922883,5.905754710699969
32.96598623334935,5.715527074537885,7.07379157600873
17.443719508962165,4.27940747082083,8.534370148636704
-5.0398288939369,4.356264433818547,10.173166364105933
-56.03236378651362,9.955040215794035,13.424721861806471
9.459799506804737,2.3562566003586882,9.152875480930922
-66.52888263279294,-4.675938979762622,13.689186336159706
-71.6189077798367,-2.9255105284445655,14.016512335524606
50.03315160887094,7.801201710037104,5.131166721042195
30.626407971617162,5.533837624068186,7.217600294937145
30.46897493205886,10.287951532667707,7.255313071653043
6.091511645527366,6.118212615748329,9.426023507241304
41.80395929037113,10.432985523880971,5.661433520655432
15.045880163430205,-7.2676688661964155,8.76470007179109
-20.054733616633943,8.886770518832451,11.340520563357515
9.913342429710495,-3.835218436224378,9.149225602673608
20.40597930571689,6.300670726144391,8.325289772940547
30.185920799527203,2.138686851327821,7.287395524337915
7.792388530690604,-0.6688817866386589,9.258269019335632
10.291487509824782,3.4181175768651975,9.212900257311114
-4.783406111489339,-6.039648082212909,10.308610813341941
-23.712078775981038,-7.086315756084668,11.418075541314332
-61.830561311567195,11.13035336187234,13.799046632118154
22.548682627511457,-11.99427139507071,8.316336361260296
13.2641365006306,10.850562649379873,8.891310428462234
13.506407202584391,2.0086647908912694,8.732749261876721
-48.422569366375285,-11.092313935824087,12.933047407265216
47.22003661545493,-8.878026624816544,5.667415922356065
-17.10945313278455,9.557084078214004,11.00065669401934
13.217906272940183,8.702359405324012,8.884712946611966
-61.7737730766375,10.473166543757861,13.740360687276988
45.34793776407247,-9.934475914923992,5.738740537385538
9.893017092595146,-0.20026063557659413,9.116610121500141
-22.09229217161368,-1.6372681778812272,11.469859481119531
-31.063476996796883,2.6391770686022173,11.94587262228851
48.96039855507521,9.385571335780748,4.95454589580662
25.049585073692235,5.480336811958482,7.769680867021829
-9.66814279580806,6.681261683222046,10.61905872823045
6.839886133497977,-11.819272832065778,9.397000631763335
30.343211256568914,7.630177677743402,7.047152082716462
-27.338346458160956,1.836356894760838,11.744824300562762
25.8618464180215,4.572970908947855,7.640152736371397
52.115964202636654,-4.301211967192153,4.9774124639351
20.30734931122759,5.875090666606196,8.439332516073584
12.990811978447772,5.927345819554597,8.925080101224871
48.03218687554495,7.340178536084301,5.285803972010891
